,agentInfos_globalId,duration,close,confirm outcome,describe issue,greeting,identify solution,none,respond to solution,understand need,verification
24,950130,2050.798914988886,4.073181818181817,7.934375000000002,12.160618110236218,3.7399999999999975,13.45697504456327,2.2621358974358974,3.816521505376344,6.3966616161616106,4.7354179487179495
25,951512,2786.7511686746607,1.8337916666666663,8.224285714285712,12.104436111111124,2.7357142857142858,13.29654298642534,2.2042429447852787,3.059211790393011,7.086006896551724,5.409393574297188
26,951918,2751.6731549220885,3.548611111111111,6.8375,15.967618573797669,2.625151515151515,13.88623342175066,1.9521554174067504,3.4235263951734556,5.330668141592925,3.309074534161495
27,953492,1372.0078165432,4.186199999999999,5.62875,11.389680761099376,2.8191176470588237,10.194663778162925,1.7920030674846668,4.745820158102768,4.867844594594594,3.996018750000002
28,957745,1485.9622839878841,4.8240819672131146,8.302702702702705,11.274865410497993,2.842400000000001,10.321287621359224,1.9761436745073113,4.947093749999998,5.340219780219785,4.5319186991869875
29,957899,1620.838430101724,4.901666666666667,6.325714285714286,11.962730158730162,2.6280000000000006,9.523205761316873,1.9049070294784587,5.851139830508473,5.553158536585364,4.290117241379309
30,957910,2298.2565175000173,5.69076923076923,10.200000000000001,13.991414285714285,4.193333333333333,19.659263157894742,3.329665413533832,4.3956603773584915,9.420263157894734,6.350508474576271
31,960968,1924.6479985856024,4.780241379310344,9.209999999999997,12.008341379310345,8.13142857142857,13.87676216216218,2.257238845144358,4.094426630434783,6.416439252336448,5.1381784232365115
32,961137,3463.8765494227096,4.7749999999999995,7.569166666666667,17.897930864197512,2.4854999999999996,13.91403036437248,2.034422972972973,3.3573936651583685,6.378294573643411,3.77913125
33,961433,3115.8538090129005,6.308571428571428,5.374499999999999,13.94816756756758,2.9812500000000006,10.731893095768374,1.849345528455286,3.957186224489798,5.162496969696968,4.105032258064515
34,967813,2009.1675348148326,5.198428571428571,9.481499999999997,11.874298932384342,8.865882352941174,14.068882022471929,2.270490616621985,4.049121468926554,6.4590288461538465,5.229788793103445
35,973282,3088.8896152308553,2.911,9.452758620689657,15.49565822784807,2.6896078431372548,13.55166129032259,2.102036315789474,3.242625461254612,6.4839093750000005,4.415967078189299
36,973756,2822.8873595447776,5.3857627118644045,8.024695364238411,12.788261326860805,2.7394964028776982,11.3657035861631,1.9101776755232212,4.034773423583902,5.844930212014143,4.3525825358851575
37,978530,2583.1475125692928,5.402296875,9.111052631578945,14.147096062992127,4.659466666666666,14.333648575305283,2.3321492857142836,3.815482240437164,6.766905077262685,4.862395833333331
38,982575,1728.23067808215,3.1566666666666667,1.53,9.524422680412378,2.46,13.164107758620675,2.5868389261744986,3.655416000000001,4.5803636363636375,3.1161157894736844
39,987978,2254.9681741250897,2.8516666666666666,5.255454545454545,9.20180875576036,3.168,15.06469845150775,2.2815571065989837,3.4812989949748716,5.080701754385964,4.268081005586594
40,990432,141.81403124999989,3.6825,3.78,16.193444444444445,5.010000000000001,8.991428571428571,1.639375,5.24,4.94,2.776666666666666
41,991300,209.71291446028386,2.312500000000001,3.9631578947368427,8.622000000000002,3.2100000000000004,10.69425,1.8512195121951218,2.884687500000001,3.6599999999999997,2.717439393939394
42,991935,2477.867501390914,3.9347230769230768,8.012244897959182,14.561408111533567,4.580526315789473,13.25020267686425,2.114392200557103,3.647080459770116,6.132975177304965,4.688005181347155
43,992217,292.8953260869574,3.2009999999999996,8.13,12.23838888888889,4.224,18.04714285714286,1.6655555555555557,4.8665,4.94,9.078571428571427
44,994125,145.74395205479263,6.085135135135134,7.957499999999999,10.597510869565214,11.307187500000001,14.848951219512202,2.281474576271186,2.917666666666665,16.626428571428576,11.689411764705879
45,994695,2610.1856931244592,3.6506363636363637,9.465818181818182,13.007436391673082,4.401733333333334,13.701742167101859,2.298920161019791,3.443602507836991,6.923077405857734,4.897782902137225
46,995899,2622.121503649277,4.475123711340206,8.440408163265309,12.342012537313412,3.82408163265306,12.235850781620094,2.028248218800272,3.794414720812191,6.267354609929066,4.526841171251104
47,996002,1338.783453339668,4.785000000000001,10.19608695652174,9.416955696202528,3.0634444444444444,12.576949771689499,2.2176865979381453,3.669952586206898,5.288899999999998,5.31885818181818
48,996009,1564.8975025020704,3.798276923076922,6.867714285714285,9.698433179723503,4.088166666666667,12.23784293193717,2.212037171350865,3.981880952380951,6.359538461538456,4.783176623376623
49,996150,2371.8005972696064,2.75,5.628,9.643451957295367,3.4560000000000004,16.40327250000001,2.1729719169719175,3.441953545232272,5.394255319148937,4.774930769230769
50,996361,2379.5168505244974,6.493636363636363,10.82,14.383572519083968,4.5825000000000005,18.742634920634924,3.3406856060606036,4.4113725490196085,9.420263157894734,5.506603773584907
51,996810,404.56551834430707,1.8227777777777776,2.7800000000000007,13.712266666666668,2.403423076923077,7.135348837209303,1.5857708333333334,3.9136046511627893,3.9066666666666663,3.321978021978022
52,997365,2580.058506078995,5.881875,20.106,15.412569277108432,3.4415000000000004,16.377634375000007,2.5797373572593796,3.876214899713471,6.935119047619043,5.360289855072464
53,997859,1494.0431595477232,4.4270000000000005,6.432,12.006686006825941,2.7216666666666667,9.636550769230768,1.849720640569395,5.511354304635762,5.255627272727272,4.014214285714283
54,999744,638.2239999999994,1.275,9.58,8.283333333333333,1.08,36.15857142857143,1.875,3.9949999999999997,0.0,13.804999999999998
55,1001888,3164.1922745435995,2.5985000000000005,7.631851851851852,15.337562248995955,2.6923076923076916,13.280241865509785,2.124068987749841,3.1949853603603553,6.7528138686131385,4.208519480519482
56,1001989,2465.5738343301364,3.645999999999999,16.765,15.767196347031962,3.1347058823529412,15.154702325581383,1.987514986376019,3.5888379629629634,4.885714285714287,5.873196721311471
57,1002003,2557.212029791066,4.680642857142854,7.522040816326528,12.911244613434725,2.8459090909090907,11.111272642390322,1.862727188081941,4.080025862068963,5.5019298701298665,3.9872736660929453
58,1003994,2836.937480831675,3.859170212765956,7.327659574468086,13.735393393393364,3.2491228070175446,13.253902936378479,2.2397029307282375,3.440643744821873,6.923390243902433,4.419340531561458
59,1006660,1357.8741245742303,5.0357142857142865,10.2885,9.485429530201339,3.1801176470588235,11.798311320754717,2.219105590062113,3.6613230088495587,5.288899999999998,4.931657794676804
60,1006663,2397.5624190307644,4.865754385964911,7.141132075471696,12.350534608378892,2.769545454545456,10.993586363636364,1.8757763058289183,4.319152991452992,5.576351543942986,4.212992826398848
61,1009730,141.81403124999989,3.6825,3.78,16.193444444444445,5.010000000000001,8.991428571428571,1.639375,5.24,4.94,2.776666666666666
62,1010012,141.81403124999989,3.6825,3.78,16.193444444444445,5.010000000000001,8.991428571428571,1.639375,5.24,4.94,2.776666666666666
63,1010179,2043.5531078207205,4.552585365853661,10.715526315789472,13.3087438794727,7.121960784313724,14.975736134453781,2.3215050335570444,3.7754693200663385,6.162588607594938,6.1194272517321044
64,1013942,1737.3448923668564,7.148384615384618,9.278275862068968,11.48354545454545,6.070285714285713,15.707455486542434,2.485625837320573,3.9790909090909117,6.915514705882354,5.31207580174927
65,1015264,2384.354222159545,5.18044776119403,8.335970149253729,12.281964386129356,2.8357014925373134,11.142448437500004,1.9618283499446334,4.315362416107385,5.66875898520084,4.475528708133968
66,1016215,2680.365307932396,5.0316,12.22909090909091,13.579118712273637,2.612258064516129,13.1712350877193,1.9846808695652167,3.8618464419475673,6.168851648351648,4.734096085409255
67,1016223,660.8524295302003,13.65,7.499999999999998,13.088999999999999,3.285,9.074117647058822,2.070037735849056,4.956000000000001,4.095,2.866035714285715
68,1016489,737.0330389221593,7.6575,6.4175,6.731,10.7475,18.784411764705883,2.7678571428571432,1.7442500000000005,8.621461538461539,5.871651162790698
69,1016810,2379.5168505244974,6.493636363636363,10.82,14.383572519083968,4.5825000000000005,18.742634920634924,3.3406856060606036,4.4113725490196085,9.420263157894734,5.506603773584907
70,1017291,2332.6159794214504,3.381840000000001,9.393870967741936,10.774765765765768,2.687857142857143,13.077676923076929,2.250589424572321,3.1619894419306163,7.021430622009571,4.489528888888886
71,1017916,2379.5168505244974,6.493636363636363,10.82,14.383572519083968,4.5825000000000005,18.742634920634924,3.3406856060606036,4.4113725490196085,9.420263157894734,5.506603773584907
72,1019253,3463.8765494227096,4.7749999999999995,7.569166666666667,17.897930864197512,2.4854999999999996,13.91403036437248,2.034422972972973,3.3573936651583685,6.378294573643411,3.77913125
73,1019870,2295.451876185347,5.6197297297297295,9.5548,12.639506849315069,3.921842105263156,14.816899038461514,2.534824200913241,3.9947739520958065,7.14031363636363,5.070148584905656
74,1020770,615.1852950971313,4.170000000000001,6.690454545454545,8.1418,2.878176470588236,7.0799915966386555,2.01348322147651,3.154336065573771,4.463905405405407,3.7574869565217384
75,1021324,2484.0668781107242,3.7251463414634145,7.244857142857143,10.897299663299663,3.661891891891892,12.808407103825138,2.340170634920636,3.488743790849668,7.173629893238432,4.651090497737557
76,1021902,2379.5168505244974,6.493636363636363,10.82,14.383572519083968,4.5825000000000005,18.742634920634924,3.3406856060606036,4.4113725490196085,9.420263157894734,5.506603773584907
77,1022715,2047.1474100417765,3.4575,1.53,9.171991666666674,2.76,13.539620689655157,2.6162407108239125,3.6248977635782755,4.642823529411766,3.1361566265060246
78,1024424,2032.7994744039966,5.419999999999999,6.917000000000003,8.986107142857144,4.455555555555555,13.17401973684209,2.4955492154065673,4.124482758620699,7.267051470588242,4.793377880184336
